Afghanistan, natural gas, petroleum, coal, copper, chromite, talc, barites, sulfur, lead, zinc, iron, salt, precious stones, semiprecious stones
Albania, petroleum, natural gas, coal, bauxite, chromite, copper, iron, nickel, salt
Algeria, petroleum, natural gas, iron, phosphates, uranium, lead, zinc
American Samoa, pumice, pumicite
Andorra, iron, lead
Angola, petroleum, diamonds, iron, phosphates, copper, feldspar, gold, bauxite, uranium
Anguilla, salt
Antarctica, iron, chromium, copper, gold, nickel, platinum, minerals, coal, hydrocarbons
Arctic Ocean, sand, gravel, placer deposits, polymetallic nodules, oil, natural gas
Argentina, lead, zinc, tin, copper, iron, manganese, petroleum, uranium
Armenia, gold, copper, molybdenum, zinc, bauxite
Atlantic Ocean, oil, natural gas, sand, gravel, placer deposits, polymetallic nodules, precious stones
Australia, bauxite, coal, iron, copper, tin, gold, silver, uranium, nickel, tungsten, cerium, dysprosium, erbium, europium, gadolinium, holmium, lanthanum, lutetium, neodymium, praseodymium, promethium, samarium, scandium, terbium, thulium, ytterbium, yttrium, mineral sands, lead, zinc, diamonds, natural gas, petroleum 
Austria, oil, coal, lignite, iron, copper, zinc, antimony, magnesite, tungsten, graphite, salt
Azerbaijan, petroleum, natural gas, iron, bauxite, lead, zinc, iron, copper, nepheline, salt, marl, limestone, marble
The Bahamas, salt, aragonite
Bahrain, oil, natural gas
Bangladesh, natural gas, coal
Barbados, petroleum, natural gas
Belarus, peat, oil, natural gas, granite, limestone, calcium carbonate, chalk, sand, gravel, clay
Belgium, silica, calcium carbonate
Benin, oil, limestone, marble
Bermuda, limestone
Bhutan, gypsum, calcium carbonate
Bolivia, tin, natural gas, petroleum, zinc, tungsten, antimony, silver, iron, lead, gold
Bosnia and Herzegovina, coal, iron, bauxite, copper, lead, zinc, chromite, cobalt, manganese, nickel, clay, gypsum, salt, sand
Botswana, diamonds, copper, nickel, salt, soda ash, potash, coal, iron, silver
Brazil, bauxite, gold, iron, manganese, nickel, phosphates, platinum, tin, cerium, dysprosium, erbium, europium, gadolinium, holmium, lanthanum, lutetium, neodymium, praseodymium, promethium, samarium, scandium, terbium, thulium, ytterbium, yttrium, uranium, petroleum
Brunei, petroleum, natural gas
Bulgaria, bauxite, copper, lead, zinc, coal
Burkina Faso, manganese, limestone, marble, gold, phosphates, pumice, salt
Burma, petroleum, tin, antimony, zinc, copper, tungsten, lead, coal, marble, limestone, precious stones, natural gas
Burundi, nickel, uranium, cerium, dysprosium, erbium, europium, gadolinium, holmium, lanthanum, lutetium, neodymium, praseodymium, promethium, samarium, scandium, terbium, thulium, ytterbium, yttrium, peat, cobalt, copper, platinum, vanadium, niobium, tantalum, gold, tin, tungsten, kaolin, limestone
Cabo Verde, salt, basalt rock, limestone, kaolin, clay, gypsum
Cambodia, oil, natural gas, gemstones, iron, manganese, phosphates
Cameroon, petroleum, bauxite, iron
Canada, iron, nickel, zinc, copper, gold, lead, cerium, dysprosium, erbium, europium, gadolinium, holmium, lanthanum, lutetium, neodymium, praseodymium, promethium, samarium, scandium, terbium, thulium, ytterbium, yttrium, molybdenum, potash, diamonds, silver, coal, petroleum, natural gas
Central African Republic, diamonds, uranium, gold, oil
Chad, petroleum, uranium, natron, kaolin, gold, limestone, sand, gravel, salt
Chile, copper, iron, nitrates, gold, silver, platinum, palladium, molybdenum
China, coal, iron, petroleum, natural gas, mercury, tin, tungsten, antimony, manganese, molybdenum, vanadium, magnetite, aluminum, lead, zinc, cerium, dysprosium, erbium, europium, gadolinium, holmium, lanthanum, lutetium, neodymium, praseodymium, promethium, samarium, scandium, terbium, thulium, ytterbium, yttrium, uranium
Christmas Island, phosphate
Colombia, petroleum, natural gas, coal, iron, nickel, gold, copper, emeralds
Democratic Republic of the Congo, cobalt, copper, niobium, tantalum, petroleum, industrial diamonds, gem diamonds, gold, silver, zinc, manganese, tin, uranium, coal
Republic of the Congo, petroleum, potash, lead, zinc, uranium, copper, phosphates, gold, magnesium, natural gas
Cote d'Ivoire, petroleum, natural gas, diamonds, manganese, iron, cobalt, bauxite, copper, gold, nickel, tantalum, silica, clay
Croatia, oil, coal, bauxite, iron, calcium, gypsum, asphalt, silica, mica, clays, salt
Cuba, cobalt, nickel, iron, chromium, copper, salt, silica, petroleum
Curacao, calcium phosphates
Cyprus, copper, pyrite, asbestos, gypsum, salt, marble, clay
Czech Republic, coal, kaolin, clay, graphite
Denmark, petroleum, natural gas, salt, limestone, chalk, stone, gravel, sand
Djibouti, gold, clay, granite, limestone, marble, salt, diatomite, gypsum, pumice, petroleum
Dominican Republic, nickel, bauxite, gold, silver
Ecuador, petroleum
Egypt, petroleum, natural gas, iron, phosphates, manganese, limestone, gypsum, talc, asbestos, lead, cerium, dysprosium, erbium, europium, gadolinium, holmium, lanthanum, lutetium, neodymium, praseodymium, promethium, samarium, scandium, terbium, thulium, ytterbium, yttrium, zinc
El Salvador, petroleum
Equatorial Guinea, petroleum, natural gas, gold, bauxite, diamonds, tantalum, sand, gravel, clay
Eritrea, gold, potash, zinc, copper, salt, oil, natural gas
Estonia, oil, peat, cerium, dysprosium, erbium, europium, gadolinium, holmium, lanthanum, lutetium, neodymium, praseodymium, promethium, samarium, scandium, terbium, thulium, ytterbium, yttrium, phosphorites, clay, limestone, sand, dolomite
Ethiopia, gold, platinum, copper, potash, natural gas
European Union, iron, natural gas, petroleum, coal, copper, lead, zinc, bauxite, uranium, potash, salt
Faroe Islands, oil, natural gas
Fiji, gold, copper, oil
Finland, iron, copper, lead, zinc, chromite, nickel, gold, silver, limestone
France, coal, iron, bauxite, zinc, uranium, antimony, arsenic, potash, feldspar, fluorspar, gypsum 
French Guiana, gold, petroleum, kaolin, niobium, tantalum, clay
French Polynesia, cobalt
French Southern and Antarctic Lands, phosphates 
Gabon, petroleum, natural gas, diamond, niobium, manganese, uranium, gold, iron
The Gambia, clay, silica, titanium, tin, zircon
Gaza Strip, natural gas
Georgia, manganese, iron, copper, coal, oil
Germany, coal, lignite, natural gas, iron, copper, nickel, uranium, potash, salt
Ghana, gold, industrial diamonds, bauxite, manganese, petroleum, silver, salt, limestone
